,Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z,Time0,TimeDelta
779,2021-10-23 21:59:58.504,0 days 01:14:44.208000,77,526.6922222222202,88.464,9027,135,4,0,True,8,pos,5.250196666666678,0.9627190487944765,OnTrack,-2454,915,1286,88.315,0.1490000000000009
780,2021-10-23 21:59:58.595,0 days 01:14:44.299000,77,527.0588888888869,88.555,8730,129,3,0,True,8,car,5.253457500000012,0.9632974046098167,OnTrack,-2474,890,1286,88.464,0.09100000000000819
781,2021-10-23 21:59:58.705,0 days 01:14:44.409000,77,527.7588888888868,88.665,8386,123,3,0,True,8,pos,5.257215833333346,0.9639688894096725,OnTrack,-2497,861,1287,88.555,0.10999999999999943
782,2021-10-23 21:59:58.835,0 days 01:14:44.539000,77,528.4588888888866,88.795,8043,118,3,0,True,8,car,5.261476944444457,0.9647386179893456,OnTrack,-2518,825,1288,88.665,0.12999999999999545
783,2021-10-23 21:59:58.925,0 days 01:14:44.629000,77,529.2922222222201,88.885,7906,116,3,0,True,8,pos,5.264376944444457,0.9652675069775609,OnTrack,-2531,800,1289,88.795,0.09000000000000341
784,2021-10-23 21:59:59.075,0 days 01:14:44.779000,77,530.1255555555535,89.035,7769,114,3,0,True,8,car,5.269126944444457,0.9661309766780428,OnTrack,-2545,757,1290,88.885,0.14999999999999147
785,2021-10-23 21:59:59.145,0 days 01:14:44.849000,77,531.2255555555539,89.105,7476,110,3,0,True,8,pos,5.271265833333346,0.9665195607551575,OnTrack,-2550,737,1291,89.035,0.07000000000000739
786,2021-10-23 21:59:59.315,0 days 01:14:45.019000,77,532.3255555555543,89.275,7184,106,3,0,False,8,car,5.276271388888902,0.9674256259850772,OnTrack,-2554,687,1293,89.105,0.1700000000000017
787,2021-10-23 21:59:59.365,0 days 01:14:45.069000,77,533.6588888888878,89.325,7304,102,3,16,False,8,pos,5.2776880555555685,0.9676825264175445,OnTrack,-2554,673,1294,89.275,0.04999999999999716
788,2021-10-23 21:59:59.555,0 days 01:14:45.259000,77,534.9922222222212,89.515,7424,99,3,32,False,8,car,5.282913055555569,0.9686347795831564,OnTrack,-2545,619,1295,89.325,0.18999999999999773
789,2021-10-23 21:59:59.585,0 days 01:14:45.289000,77,536.2922222222214,89.545,7530,99,3,42,False,8,pos,5.283738055555569,0.9687856954782298,OnTrack,-2543,611,1296,89.515,0.030000000000001137
790,2021-10-23 21:59:59.795,0 days 01:14:45.499000,77,537.5922222222216,89.755,7636,100,3,53,False,8,car,5.289571388888902,0.9698561468539436,OnTrack,-2524,555,1297,89.545,0.20999999999999375
791,2021-10-23 21:59:59.805,0 days 01:14:45.509000,77,538.3255555555548,89.765,7679,101,3,52,False,8,pos,5.289851944444457,0.9699080116826364,OnTrack,-2523,553,1298,89.755,0.010000000000005116
792,2021-10-23 22:00:00.025,0 days 01:14:45.729000,77,539.0588888888882,89.985,7723,102,3,51,False,8,pos,5.296085277777791,0.9710723206363945,OnTrack,-2493,497,1300,89.765,0.21999999999999886
793,2021-10-23 22:00:00.035,0 days 01:14:45.739000,77,539.7922222222214,89.995,7767,104,3,50,False,8,car,5.29637416666668,0.9711263688155622,OnTrack,-2491,494,1300,89.985,0.010000000000005116
794,2021-10-23 22:00:00.245,0 days 01:14:45.949000,77,540.6255555555549,90.205,7885,106,3,53,False,8,pos,5.302557500000013,0.9722868267332562,OnTrack,-2456,442,1301,89.995,0.20999999999999375
795,2021-10-23 22:00:00.275,0 days 01:14:45.979000,77,541.4588888888884,90.235,8003,109,3,57,False,8,car,5.303465833333346,0.9724576591407201,OnTrack,-2450,434,1301,90.205,0.030000000000001137
796,2021-10-23 22:00:00.446,0 days 01:14:46.150000,77,541.9922222222217,90.406,8309,112,3,65,False,8,pos,5.308785833333347,0.9734581680889378,OnTrack,-2418,394,1302,90.235,0.17100000000000648
797,2021-10-23 22:00:00.515,0 days 01:14:46.219000,77,542.525555555555,90.475,8615,116,3,74,False,8,car,5.31100916666668,0.9738744451748333,OnTrack,-2403,376,1302,90.406,0.0689999999999884
798,2021-10-23 22:00:00.665,0 days 01:14:46.369000,77,542.8255555555547,90.625,8994,119,3,78,False,8,pos,5.3159675000000135,0.9748038510772451,OnTrack,-2368,337,1304,90.475,0.15000000000000568
799,2021-10-23 22:00:00.755,0 days 01:14:46.459000,77,543.1255555555545,90.715,9374,123,3,82,False,8,car,5.319042500000013,0.9753767269179017,OnTrack,-2346,314,1304,90.625,0.09000000000000341
800,2021-10-23 22:00:00.885,0 days 01:14:46.589000,77,543.1588888888878,90.845,9566,127,3,91,False,8,pos,5.323628611111125,0.9762237230516609,OnTrack,-2313,284,1304,90.715,0.12999999999999545
801,2021-10-23 22:00:00.995,0 days 01:14:46.699000,77,543.1922222222211,90.955,9758,131,3,100,False,8,car,5.327631388888903,0.9769767180426329,OnTrack,-2281,257,1303,90.845,0.10999999999999943
802,2021-10-23 22:00:01.105,0 days 01:14:46.809000,77,542.6922222222211,91.065,10407,139,3,100,False,8,pos,5.331878611111125,0.9777774583673648,OnTrack,-2249,231,1304,90.955,0.10999999999999943
803,2021-10-23 22:00:01.235,0 days 01:14:46.939000,77,542.1922222222211,91.195,11056,147,3,100,False,8,car,5.337186944444458,0.97877212793069,OnTrack,-2208,199,1304,91.065,0.12999999999999545
804,2021-10-23 22:00:01.306,0 days 01:14:47.010000,77,541.2959722222208,91.266,11297,152,3,100,False,8,pos,5.340184722222236,0.9793304737621051,OnTrack,-2185,182,1304,91.195,0.07100000000001216
805,2021-10-23 22:00:01.474,0 days 01:14:47.178000,77,540.3997222222206,91.434,11539,158,3,100,False,8,car,5.347558055555568,0.9806938475506677,OnTrack,-2125,139,1304,91.266,0.16799999999999216
806,2021-10-23 22:00:01.525,0 days 01:14:47.229000,77,539.366805555554,91.485,12079,163,3,100,False,8,pos,5.349867222222235,0.9811194064850539,OnTrack,-2107,126,1304,91.434,0.05100000000000193
807,2021-10-23 22:00:01.675,0 days 01:14:47.379000,77,538.3338888888875,91.635,12619,168,3,100,False,8,car,5.3568672222222355,0.9824123113006652,OnTrack,-2049,87,1303,91.485,0.15000000000000568
808,2021-10-23 22:00:01.745,0 days 01:14:47.449000,77,536.6338888888877,91.705,12051,175,3,100,False,8,pos,5.360270000000013,0.9830455310537223,OnTrack,-2021,69,1304,91.635,0.06999999999999318
809,2021-10-23 22:00:01.915,0 days 01:14:47.619000,77,534.9338888888879,91.875,11484,182,4,100,False,8,car,5.3688644444444575,0.9846351997334978,OnTrack,-1950,23,1304,91.705,0.1700000000000017
810,2021-10-23 22:00:01.965,0 days 01:14:47.669000,77,533.1005555555548,91.925,11709,184,4,100,False,8,pos,5.371420000000013,0.9851033373882467,OnTrack,-1929,10,1304,91.875,0.04999999999999716
811,2021-10-23 22:00:02.155,0 days 01:14:47.859000,77,531.2672222222218,92.115,11935,186,4,100,False,8,car,5.3812366666666795,0.9869069428571619,OnTrack,-1845,-40,1303,91.925,0.18999999999999773
812,2021-10-23 22:00:02.166,0 days 01:14:47.870000,77,529.7338888888884,92.126,12013,190,4,100,False,8,pos,5.381817222222236,0.9870150025840029,OnTrack,-1841,-44,1303,92.115,0.01100000000000989
813,2021-10-23 22:00:02.386,0 days 01:14:48.090000,77,528.2005555555548,92.346,12092,195,4,100,False,8,pos,5.393733888888903,0.9892561950587336,OnTrack,-1741,-107,1303,92.126,0.21999999999999886
814,2021-10-23 22:00:02.395,0 days 01:14:48.099000,77,526.6672222222214,92.355,12171,200,4,100,False,8,car,5.394233888888903,0.9893496773987362,OnTrack,-1736,-109,1303,92.346,0.009000000000000341
815,2021-10-23 22:00:02.605,0 days 01:14:48.309000,77,524.1338888888886,92.565,11804,203,4,100,False,8,pos,5.406075555555569,0.9915576519181141,OnTrack,-1631,-177,1303,92.355,0.20999999999999375
816,2021-10-23 22:00:02.635,0 days 01:14:48.339000,77,521.6005555555557,92.595,11437,207,5,100,False,14,car,5.4078005555555695,0.9918779076492655,OnTrack,-1615,-186,1302,92.565,0.030000000000001137
817,2021-10-23 22:00:02.825,0 days 01:14:48.529000,77,518.800555555556,92.785,11578,210,5,100,False,14,pos,5.418883888888903,0.9939379500673107,OnTrack,-1525,-245,1302,92.595,0.18999999999999773
818,2021-10-23 22:00:02.875,0 days 01:14:48.579000,77,516.0005555555563,92.835,11719,214,5,100,False,12,car,5.421856111111125,0.9944916336087499,OnTrack,-1504,-259,1301,92.785,0.04999999999999716
819,2021-10-23 22:00:03.026,0 days 01:14:48.730000,77,512.9005555555559,92.986,11902,218,5,100,False,12,pos,5.431000000000014,0.9961958475744174,OnTrack,-1446,-302,1302,92.835,0.15100000000001046
820,2021-10-23 22:00:03.115,0 days 01:14:48.819000,77,509.80055555555555,93.075,12086,223,5,100,False,12,car,5.43651305555557,0.9972152826226053,OnTrack,-1407,-331,1302,92.986,0.08899999999999864
821,2021-10-23 22:00:03.159,0 days 01:14:48.863000,77,509.80055555555555,93.119,11994,224,5,100,False,12,interpolation,5.439250833333348,0.9977219721875508,OnTrack,-1386,-347,1302,93.075,0.04399999999999693
