,Unnamed: 0,Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z,Delta,Time0,TimeDelta,TimeIndy,TimeIndy0,TimeIndyDelta,Distance0,DistanceDelta,IndySpeed,SpeedDelta
149,151,2018-10-20 21:59:06.799,0 days 01:14:06.735000,,,19.883,11483,282,7,100,False,8,pos,1.2925363888888888,0.2363161512648565,OnTrack,6319.064411424279,1013.3418072267527,1383,2.6450187105502767,19.654,0.2289999999999992,22.528018710550278,22.270165747102286,0.25785296344799136,1.2745980555555556,0.017938333333333167,250.44505650222905,31.55494349777095
150,152,2018-10-20 21:59:06.809,0 days 01:14:06.745000,,,19.893,11559,284,7,100,False,8,car,1.2933252777777777,0.2364596124867883,OnTrack,6325.925726808798,1017.4243377683769,1382,2.646291315914392,19.883,0.010000000000001563,22.539291315914394,22.528018710550278,0.011272605364116117,1.2925363888888888,0.00078888888888895,251.93820845008392,32.06179154991608
151,153,2018-10-20 21:59:07.010,0 days 01:14:06.946000,,,20.094,11582,281,7,100,False,8,car,1.3090144444444445,0.2393245780629189,OnTrack,6454.135863361339,1106.5185156794923,1381,2.6721397132847464,19.893,0.2010000000000005,22.766139713284748,22.539291315914394,0.2268483973703539,1.2933252777777777,0.015689166666666754,248.9812608540899,32.018739145910104
152,154,2018-10-20 21:59:07.099,0 days 01:14:07.035000,,,20.183,11506,280,7,99,False,8,pos,1.3159366666666665,0.2405872655852389,OnTrack,6504.35070473269,1151.794793139169,1381,2.683767257471759,20.094,0.08899999999999864,22.866767257471757,22.766139713284748,0.10062754418700948,1.3090144444444445,0.006922222222222052,247.6459124719098,32.35408752809019
153,155,2018-10-20 21:59:07.250,0 days 01:14:07.186000,,,20.334,11431,279,7,98,False,8,car,1.3276391666666665,0.2427210847638929,OnTrack,6578.437994265818,1238.1935442531062,1381,2.7037948194168857,20.183,0.1509999999999998,23.037794819416884,22.866767257471757,0.17102756194512736,1.3159366666666665,0.011702499999999949,246.3287175520664,32.671282447933606
154,156,2018-10-20 21:59:07.399,0 days 01:14:07.335000,,,20.483,11353,277,7,99,False,8,pos,1.3391038888888889,0.2448116929856396,OnTrack,6637.486831696458,1334.1600769349488,1382,2.7239856144386296,20.334,0.1490000000000009,23.20698561443863,23.037794819416884,0.16919079502174483,1.3276391666666665,0.01146472222222239,243.943531293745,33.056468706255004
155,157,2018-10-20 21:59:07.490,0 days 01:14:07.426000,,,20.574,11276,276,7,100,False,8,car,1.3460805555555557,0.246081069887437,OnTrack,6667.224907956114,1396.9814278336294,1382,2.7365552246494937,20.483,0.09100000000000108,23.310555224649494,23.20698561443863,0.10356961021086519,1.3391038888888889,0.006976666666666853,242.5035678792757,33.49643212072431
156,158,2018-10-20 21:59:07.699,0 days 01:14:07.635000,,,20.783,11261,274,7,100,False,8,pos,1.361987777777778,0.2489765703219247,OnTrack,6720.521118776806,1548.8977283171116,1383,2.7662035453429317,20.574,0.20899999999999963,23.549203545342934,23.310555224649494,0.23864832069343933,1.3460805555555557,0.015907222222222295,239.95978615563985,34.04021384436015
157,159,2018-10-20 21:59:07.730,0 days 01:14:07.666000,,,20.814,11246,273,7,100,False,8,car,1.3643386111111113,0.2494045334335513,OnTrack,6727.09093585906,1572.0165350183897,1382,2.7707020085559737,20.783,0.030999999999998806,23.584702008555972,23.549203545342934,0.03549846321303818,1.361987777777778,0.002350833333333302,238.40468668208499,34.595313317915014
158,160,2018-10-20 21:59:07.970,0 days 01:14:07.906000,,,21.054,11194,272,7,100,False,8,car,1.3824719444444444,0.2527158231205223,OnTrack,6772.208381046726,1752.0674083589251,1381,2.80651929504214,20.814,0.23999999999999844,23.86051929504214,23.584702008555972,0.2758172864861663,1.3643386111111113,0.018133333333333113,236.67842154365235,35.32157845634765
159,161,2018-10-20 21:59:07.999,0 days 01:14:07.935000,,,21.083,11232,273,7,100,False,8,pos,1.3846711111111112,0.2531179787938176,OnTrack,6777.517754248686,1773.8526710137255,1381,2.81097458396766,21.054,0.028999999999999915,23.89397458396766,23.86051929504214,0.033455288925519966,1.3824719444444444,0.002199166666666752,236.6441975026901,36.355802497309895
160,162,2018-10-20 21:59:08.210,0 days 01:14:08.146000,,,21.294,11271,275,7,100,False,8,car,1.400789166666667,0.2560636343849232,OnTrack,6820.480166135438,1930.7287281606093,1379,2.8443068748142286,21.083,0.21100000000000207,24.13830687481423,23.89397458396766,0.2443322908465717,1.3846711111111112,0.016118055555555788,237.4839600568293,37.51603994317071
161,163,2018-10-20 21:59:08.299,0 days 01:14:08.235000,,,21.383,11319,276,7,100,False,8,pos,1.4076125000000002,0.2573169947718896,OnTrack,6842.354685769643,1995.0450889087895,1379,2.8588818646430054,21.294,0.08899999999999864,24.241881864643005,24.13830687481423,0.10357498982877544,1.400789166666667,0.006823333333333181,237.16150048006114,38.838499519938864
162,164,2018-10-20 21:59:08.450,0 days 01:14:08.386000,,,21.534,11367,278,7,100,False,8,car,1.4192730555555557,0.2594479672267539,OnTrack,6887.37453189866,2101.0246881377825,1378,2.8843698996950264,21.383,0.1509999999999998,24.418369899695026,24.241881864643005,0.17648803505202082,1.4076125000000002,0.011660555555555563,237.85181804322758,40.14818195677242
163,165,2018-10-20 21:59:08.598,0 days 01:14:08.534000,,,21.682,11349,277,7,97,False,8,pos,1.4306608333333335,0.2615235310415345,OnTrack,6941.771488840905,2198.9008973889054,1378,2.9103265684180837,21.534,0.1479999999999997,24.59232656841808,24.418369899695026,0.17395666872305426,1.4192730555555557,0.011387777777777774,235.66788385254262,41.332116147457384
164,166,2018-10-20 21:59:08.690,0 days 01:14:08.626000,,,21.774,11332,276,7,95,False,8,car,1.437714166666667,0.262807952350298,OnTrack,6980.954785184139,2256.3680945018928,1377,2.926949861148385,21.682,0.0920000000000023,24.700949861148388,24.59232656841808,0.10862329273030724,1.4306608333333335,0.007053333333333578,233.76201698327083,42.237983016729174
165,167,2018-10-20 21:59:08.898,0 days 01:14:08.834000,,,21.982,11223,274,7,90,False,8,pos,1.453545277777778,0.2656927818989016,OnTrack,7083.171512483375,2376.028394800773,1377,2.9658976985175887,21.774,0.2079999999999984,24.947897698517586,24.700949861148388,0.24694783736919845,1.437714166666667,0.015831111111110907,230.78558049809354,43.21441950190646
166,168,2018-10-20 21:59:08.930,0 days 01:14:08.866000,,,22.014,11114,273,7,85,False,8,car,1.4559719444444446,0.2661314158964123,OnTrack,7100.425333579746,2393.202412789843,1377,2.97205631205562,21.982,0.03200000000000003,24.98605631205562,24.947897698517586,0.03815861353803385,1.453545277777778,0.002426666666666577,228.93913562378887,44.06086437621113
167,169,2018-10-20 21:59:09.170,0 days 01:14:09.106000,,,22.254,10689,266,7,35,False,8,car,1.473705277777778,0.2693696624285237,OnTrack,7236.944237329695,2509.080910490438,1377,3.019645985456166,22.014,0.240000000000002,25.273645985456167,24.98605631205562,0.28758967340054653,1.4559719444444446,0.01773333333333338,221.98293577490756,44.01706422509244
168,170,2018-10-20 21:59:09.198,0 days 01:14:09.134000,,,22.282,10878,262,7,32,False,8,pos,1.4757430555555555,0.2697428176111493,OnTrack,7253.621400107023,2521.30343309423,1378,3.025357818110794,22.254,0.027999999999998693,25.307357818110795,25.273645985456167,0.03371183265462818,1.473705277777778,0.002037777777777583,217.609053626818,44.390946373182004
169,171,2018-10-20 21:59:09.450,0 days 01:14:09.386000,,,22.534,11067,259,7,29,False,8,car,1.4938730555555555,0.2730481968663168,OnTrack,7408.7609329796815,2619.3764794701337,1379,3.078239642990562,22.282,0.2519999999999989,25.61223964299056,25.307357818110795,0.30488182487976445,1.4757430555555555,0.01812999999999998,214.07638853427724,44.92361146572276
170,172,2018-10-20 21:59:09.498,0 days 01:14:09.434000,,,22.582,11075,253,7,33,False,8,pos,1.497246388888889,0.2736611936257707,OnTrack,7438.794376159488,2635.3252725187185,1380,3.088609775079024,22.534,0.04800000000000182,25.670609775079026,25.61223964299056,0.05837013208846642,1.4938730555555555,0.0033733333333334503,208.05161073808844,44.94838926191156
171,173,2018-10-20 21:59:09.690,0 days 01:14:09.626000,,,22.774,11084,248,6,37,False,8,car,1.5104730555555557,0.2760673139338492,OnTrack,7559.4492100560365,2689.7985436010413,1382,3.1310243095599173,22.582,0.19200000000000017,25.90502430955992,25.670609775079026,0.23441453448089433,1.497246388888889,0.01322666666666672,203.12733638912258,44.872663610877424
172,174,2018-10-20 21:59:09.798,0 days 01:14:09.734000,,,22.882,10944,245,6,46,False,8,pos,1.5178230555555556,0.2774056521205096,OnTrack,7628.336432594588,2713.677724601086,1384,3.1555304128416237,22.774,0.10800000000000054,26.037530412841626,25.90502430955992,0.1325061032817061,1.5104730555555557,0.007349999999999968,199.68891503621003,45.311084963789966
173,175,2018-10-20 21:59:09.891,0 days 01:14:09.827000,,,22.975,10805,243,6,55,False,8,car,1.5241005555555556,0.2785448464427452,OnTrack,7688.117629478327,2729.9239555503586,1385,3.1770017274206737,22.882,0.09299999999999997,26.152001727420675,26.037530412841626,0.11447131457904902,1.5178230555555556,0.006277499999999936,197.42063837655905,45.579361623440946
174,176,2018-10-20 21:59:10.098,0 days 01:14:10.034000,,,23.182,10721,239,6,62,False,8,pos,1.5378430555555553,0.2810254293053024,OnTrack,7821.634131901321,2750.8567924363706,1388,3.2260340850401166,22.975,0.2069999999999972,26.408034085040114,26.152001727420675,0.2560323576194392,1.5241005555555556,0.013742499999999769,193.22948263256137,45.77051736743863
175,177,2018-10-20 21:59:10.131,0 days 01:14:10.067000,,,23.215,10638,236,6,69,False,8,car,1.5400063888888889,0.2814178772005583,OnTrack,7842.9396166386505,2752.208293729921,1388,3.234011924425918,23.182,0.03300000000000125,26.449011924425918,26.408034085040114,0.04097783938580335,1.5378430555555553,0.002163333333333517,190.0539441984047,45.94605580159529
176,178,2018-10-20 21:59:10.370,0 days 01:14:10.306000,,,23.454,10661,234,6,81,False,8,car,1.555541388888889,0.2842546907274201,OnTrack,7997.705294934773,2745.759081501334,1393,3.2931457497705017,23.215,0.23900000000000077,26.747145749770503,26.449011924425918,0.29813382534458555,1.5400063888888889,0.015535000000000077,187.58689972652564,46.413100273474356
177,179,2018-10-20 21:59:10.398,0 days 01:14:10.334000,,,23.482,10745,234,6,86,False,8,pos,1.5573613888888889,0.2845873022744088,OnTrack,8015.997873645046,2743.1943358341077,1394,3.300231736664478,23.454,0.027999999999998693,26.782231736664478,26.747145749770503,0.03508598689397502,1.555541388888889,0.0018199999999999328,186.74122007167685,47.25877992832315
178,180,2018-10-20 21:59:10.610,0 days 01:14:10.546000,,,23.694,10829,235,6,91,False,8,car,1.5712002777777778,0.2871155476260899,OnTrack,8155.698320004297,2711.9856225711364,1396,3.3549780402458715,23.482,0.21199999999999974,27.04897804024587,26.782231736664478,0.2667463035813924,1.5573613888888889,0.013838888888888956,186.76922353227152,48.230776467728475
179,181,2018-10-20 21:59:10.698,0 days 01:14:10.634000,,,23.782,10861,237,6,95,False,8,pos,1.5769936111111111,0.2881762780768068,OnTrack,8214.23247931241,2693.3360031989196,1398,3.3782516443981656,23.694,0.08800000000000097,27.160251644398166,27.04897804024587,0.11127360415229504,1.5712002777777778,0.005793333333333317,187.42989551641824,49.57010448358176
180,182,2018-10-20 21:59:10.850,0 days 01:14:10.786000,,,23.934,10894,239,6,100,False,8,car,1.5870847222222224,0.2900250999613328,OnTrack,8315.643816774136,2654.4136463976565,1400,3.419136492386068,23.782,0.15200000000000102,27.35313649238607,27.160251644398166,0.19288484798790506,1.5769936111111111,0.010091111111111273,188.3403511419339,50.659648858066106
181,183,2018-10-20 21:59:10.998,0 days 01:14:10.934000,,,24.082,10965,241,6,100,False,8,pos,1.5969925000000003,0.2918439810375897,OnTrack,8413.929715527145,2609.9974186683635,1403,3.4596985191111527,23.934,0.1479999999999997,27.541698519111154,27.35313649238607,0.1885620267250836,1.5870847222222224,0.009907777777777849,189.15791593608012,51.842084063919884
182,184,2018-10-20 21:59:11.090,0 days 01:14:11.026000,,,24.174,11036,243,6,100,False,8,car,1.6032025,0.2929833477331489,OnTrack,8474.641709093965,2580.122254912959,1404,3.4852467667468563,24.082,0.09199999999999875,27.659246766746854,27.541698519111154,0.11754824763569971,1.5969925000000003,0.006209999999999827,190.18573606715174,52.81426393284826
183,185,2018-10-20 21:59:11.298,0 days 01:14:11.234000,,,24.382,11104,245,6,100,False,8,pos,1.6173580555555558,0.2955853308325964,OnTrack,8609.947558626096,2509.967865575939,1406,3.5438169582866426,24.174,0.20800000000000196,27.925816958286646,27.659246766746854,0.2665701915397918,1.6032025,0.014155555555555699,191.1691615091688,53.83083849083121
184,186,2018-10-20 21:59:11.330,0 days 01:14:11.266000,,,24.414,11172,247,6,100,False,8,car,1.6195536111111113,0.295990290941538,OnTrack,8630.615497050629,2499.1994087855933,1406,3.552911526524447,24.382,0.03200000000000003,27.96691152652445,27.925816958286646,0.041094568237802775,1.6173580555555558,0.002195555555555506,192.33685469723358,54.663145302766424
185,187,2018-10-20 21:59:11.531,0 days 01:14:11.467000,,,24.615,11145,251,6,100,True,8,car,1.6335677777777777,0.2985493883066938,OnTrack,8761.703260301945,2434.391599041553,1406,3.610383180258596,24.414,0.20099999999999696,28.225383180258596,27.96691152652445,0.2584716537341478,1.6195536111111113,0.014014166666666439,195.1896823931447,55.81031760685531
186,188,2018-10-20 21:59:11.598,0 days 01:14:11.534000,,,24.682,10876,247,6,56,True,8,pos,1.6381647222222222,0.299389986184442,OnTrack,8804.656797991378,2415.3966787563445,1407,3.6296294527397164,24.615,0.06700000000000017,28.311629452739716,28.225383180258596,0.08624627248111949,1.6335677777777777,0.004596944444444473,191.88075639585364,55.11924360414636
187,189,2018-10-20 21:59:11.771,0 days 01:14:11.707000,,,24.855,10608,243,6,12,True,8,car,1.6498422222222224,0.3015076360785098,OnTrack,8914.267289979918,2374.4104132024177,1407,3.6793822439434263,24.682,0.17300000000000182,28.534382243943426,28.311629452739716,0.2227527912037104,1.6381647222222222,0.01167750000000023,188.72490788030396,54.27509211969604
188,190,2018-10-20 21:59:11.898,0 days 01:14:11.834000,,,24.982,10519,236,6,6,True,8,pos,1.658167777777778,0.3029967345282252,OnTrack,8993.175355085035,2353.1053495584606,1407,3.715844935183686,24.855,0.1269999999999989,28.697844935183685,28.534382243943426,0.1634626912402588,1.6498422222222224,0.008325555555555475,183.3568245609429,52.6431754390571
189,191,2018-10-20 21:59:12.011,0 days 01:14:11.947000,,,25.095,10431,229,6,1,True,8,car,1.6653558333333334,0.30429544982232,OnTrack,9061.70499630521,2341.176135733675,1406,3.748172321783699,24.982,0.11299999999999955,28.843172321783697,28.697844935183685,0.14532738660001243,1.658167777777778,0.0071880555555554615,178.06003813459787,50.939961865402125
190,192,2018-10-20 21:59:12.198,0 days 01:14:12.134000,,,25.282,10882,226,6,0,True,8,pos,1.677095277777778,0.306423144605755,OnTrack,9173.742407264794,2336.9061515561266,1404,3.8014094945439965,25.095,0.18700000000000117,29.083409494543996,28.843172321783697,0.240237172760299,1.6653558333333334,0.011739444444444525,175.9178211865154,50.0821788134846
191,193,2018-10-20 21:59:12.249,0 days 01:14:12.185000,,,25.333,11334,223,6,0,False,8,car,1.6802544444444445,0.3069875973230292,OnTrack,9203.790731051839,2339.282407239628,1403,3.8158719094408884,25.282,0.05099999999999838,29.148871909440885,29.083409494543996,0.06546241489688853,1.677095277777778,0.003159166666666602,173.73327913297516,49.266720867024844
192,194,2018-10-20 21:59:12.489,0 days 01:14:12.425000,,,25.573,11225,211,5,58,False,8,car,1.6943211111111114,0.3095562816022605,OnTrack,9336.040774112516,2368.0154731926527,1399,3.8835996618168216,25.333,0.240000000000002,29.45659966181682,29.148871909440885,0.30772775237593564,1.6802544444444445,0.014066666666666894,164.56104335411536,46.438956645884645
193,195,2018-10-20 21:59:12.498,0 days 01:14:12.434000,,,25.582,11215,212,5,68,False,8,pos,1.6948511111111113,0.3096530322321018,OnTrack,9340.953806823098,2369.671027661412,1399,3.8861287661241017,25.573,0.009000000000000341,29.468128766124103,29.45659966181682,0.011529104307282267,1.6943211111111114,0.0005299999999999194,165.4942091897405,46.5057908102595
194,196,2018-10-20 21:59:12.690,0 days 01:14:12.626000,,,25.774,11205,214,5,79,False,8,car,1.7062644444444446,0.3117381415072141,OnTrack,9444.914746795326,2414.719602645347,1398,3.939898860903199,25.582,0.19200000000000017,29.7138988609032,29.468128766124103,0.24577009477909684,1.6948511111111113,0.011413333333333275,167.1806329282272,46.8193670717728
195,197,2018-10-20 21:59:12.798,0 days 01:14:12.734000,,,25.882,11326,214,5,84,False,8,pos,1.7126844444444447,0.3129086778792289,OnTrack,9501.398292526783,2446.93930149644,1398,3.9699962765231795,25.774,0.10800000000000054,29.85199627652318,29.7138988609032,0.13809741561998123,1.7062644444444446,0.006420000000000092,167.3601196390258,46.63988036097419
196,198,2018-10-20 21:59:12.930,0 days 01:14:12.866000,,,26.014,11448,214,5,89,False,8,car,1.7205311111111112,0.3143433473638751,OnTrack,9567.86902037532,2491.646078580171,1397,4.006648177318219,25.882,0.1319999999999979,30.02064817731822,29.85199627652318,0.16865190079503734,1.7126844444444447,0.007846666666666557,167.49292398624905,46.50707601375095
197,199,2018-10-20 21:59:12.999,0 days 01:14:12.935000,,,26.083,11508,216,5,93,False,8,pos,1.7246711111111113,0.3151008310512134,OnTrack,9601.6468489558,2517.1965297913944,1397,4.025752074108269,26.014,0.06899999999999906,30.108752074108267,30.02064817731822,0.08810389679004871,1.7205311111111112,0.0041400000000000325,169.16391377689342,46.83608622310658
198,200,2018-10-20 21:59:13.170,0 days 01:14:13.106000,,,26.254,11569,218,5,98,False,8,car,1.7350261111111114,0.3169972486571092,OnTrack,9681.927037924142,2585.9010924966674,1397,4.072946211000433,26.083,0.17100000000000293,30.326946211000433,30.108752074108267,0.2181941368921656,1.7246711111111113,0.010355000000000114,170.84785380105646,47.15214619894354
199,201,2018-10-20 21:59:13.299,0 days 01:14:13.235000,,,26.383,11630,219,5,99,False,8,pos,1.7428736111111112,0.3184406475377557,OnTrack,9738.518929484797,2641.4807838480538,1398,4.108418858602082,26.254,0.12899999999999778,30.49141885860208,30.326946211000433,0.1644726476016487,1.7350261111111114,0.007847499999999785,171.7671625766182,47.232837423381795
200,202,2018-10-20 21:59:13.410,0 days 01:14:13.346000,,,26.494,11691,221,5,100,False,8,car,1.749687777777778,0.3196876715277732,OnTrack,9784.738159937364,2691.3843035108703,1398,4.138861419528906,26.383,0.11100000000000065,30.632861419528908,30.49141885860208,0.1414425609268264,1.7428736111111112,0.006814166666666788,173.4343597800895,47.565640219910506
201,203,2018-10-20 21:59:13.599,0 days 01:14:13.535000,,,26.683,11719,222,5,100,False,8,pos,1.761342777777778,0.321819299846243,OnTrack,9858.536756648984,2778.4750107549626,1401,4.190544973924501,26.494,0.18900000000000006,30.873544973924503,30.632861419528908,0.24068355439559497,1.749687777777778,0.011654999999999971,174.32848748376227,47.671512516237726
202,204,2018-10-20 21:59:13.650,0 days 01:14:13.586000,,,26.734,11747,223,5,100,False,8,car,1.7645019444444447,0.3224024421167237,OnTrack,9877.597894913804,2802.1412963781477,1401,4.20446226263592,26.683,0.05100000000000193,30.938462262635923,30.873544973924503,0.06491728871142044,1.761342777777778,0.003159166666666824,175.19215952713986,47.807840472860136
203,205,2018-10-20 21:59:13.889,0 days 01:14:13.825000,,,26.973,11817,228,5,100,False,8,car,1.7796386111111113,0.3251665168352045,OnTrack,9966.304065229484,2914.3211665863973,1407,4.269545304909153,26.734,0.23899999999999721,31.24254530490915,30.938462262635923,0.304083042273227,1.7645019444444447,0.015136666666666576,179.20104847884647,48.798951521153526
204,206,2018-10-20 21:59:13.899,0 days 01:14:13.835000,,,26.983,11827,223,5,52,False,8,pos,1.7802580555555558,0.3252801884924489,OnTrack,9969.922822491866,2918.8463057076724,1408,4.272264132583457,26.973,0.010000000000001563,31.255264132583456,31.24254530490915,0.012718827674305544,1.7796386111111113,0.0006194444444445057,175.33062457519145,47.66937542480855
205,207,2018-10-20 21:59:14.090,0 days 01:14:14.026000,,,27.174,11837,218,5,4,True,8,car,1.7918241666666668,0.3273891591682881,OnTrack,10039.024396084373,3001.8262937438412,1412,4.324141198493066,26.983,0.19099999999999895,31.498141198493066,31.255264132583456,0.24287706590961022,1.7802580555555558,0.011566111111110944,171.43652425171965,46.563475748280354
206,208,2018-10-20 21:59:14.199,0 days 01:14:14.135000,,,27.283,11035,208,5,2,True,8,pos,1.7981219444444447,0.3285189529750019,OnTrack,10078.81226526886,3045.2592935030534,1415,4.35371004858425,27.174,0.10900000000000176,31.636710048584252,31.498141198493066,0.13856885009118614,1.7918241666666668,0.0062977777777779576,163.6154156224952,44.38458437750481
207,209,2018-10-20 21:59:14.330,0 days 01:14:14.266000,,,27.414,10234,199,5,0,True,8,car,1.8053633333333337,0.3298117571378,OnTrack,10127.561746651836,3092.970111833738,1418,4.389223124189845,27.283,0.13100000000000023,31.80322312418985,31.636710048584252,0.16651307560559658,1.7981219444444447,0.007241388888888922,156.55827571011443,42.44172428988557
208,210,2018-10-20 21:59:14.499,0 days 01:14:14.435000,,,27.583,9686,191,5,0,True,8,pos,1.8143297222222223,0.331396353943081,OnTrack,10193.551456510959,3147.549858337292,1424,4.435016440481502,27.414,0.16899999999999693,32.0180164404815,31.80322312418985,0.21479331629165443,1.8053633333333337,0.008966388888888677,150.27935020179862,40.72064979820138
209,211,2018-10-20 21:59:14.570,0 days 01:14:14.506000,,,27.654,9138,183,5,0,True,8,car,1.817938888888889,0.3320395733610194,OnTrack,10221.930687919306,3167.5684501252254,1425,4.45425312481167,27.583,0.0710000000000015,32.10825312481167,32.0180164404815,0.09023668433016496,1.8143297222222223,0.0036091666666666633,143.98800328766728,39.01199671233272
210,212,2018-10-20 21:59:14.799,0 days 01:14:14.735000,,,27.883,9122,177,5,0,True,8,pos,1.8291980555555556,0.3340398361149373,OnTrack,10317.06302748816,3220.098771930243,1431,4.5163170287338374,27.654,0.2289999999999992,32.39931702873383,32.10825312481167,0.29106390392216497,1.817938888888889,0.011259166666666598,139.2580785655885,37.741921434411495
211,213,2018-10-20 21:59:14.810,0 days 01:14:14.746000,,,27.894,9107,172,5,0,True,8,car,1.829723611111111,0.3341334771336629,OnTrack,10321.743349030123,3222.12017408284,1431,4.5192996653796325,27.883,0.010999999999999233,32.41329966537963,32.39931702873383,0.013982636645799573,1.8291980555555556,0.0005255555555554459,135.31067479808735,36.68932520191265
212,214,2018-10-20 21:59:15.011,0 days 01:14:14.947000,,,28.095,9752,164,4,0,True,8,car,1.8388802777777777,0.3358055566869918,OnTrack,10406.085031537199,3250.3328951274134,1436,4.573838698389108,27.894,0.2010000000000005,32.66883869838911,32.41329966537963,0.25553903300947667,1.829723611111111,0.009156666666666702,128.99790537587916,35.00209462412084
213,215,2018-10-20 21:59:15.099,0 days 01:14:15.035000,,,28.183,9475,159,4,0,True,8,pos,1.8427669444444446,0.3365102032524999,OnTrack,10443.136468321465,3258.07202605588,1439,4.597745537271917,28.095,0.08800000000000097,32.78074553727192,32.66883869838911,0.11190683888280972,1.8388802777777777,0.003886666666666816,125.0325729837936,33.9674270162064
214,216,2018-10-20 21:59:15.250,0 days 01:14:15.186000,,,28.334,9199,155,4,1,False,8,car,1.8492683333333335,0.3376846425701696,OnTrack,10506.11348242988,3264.9325983415692,1443,4.638821835034552,28.183,0.1509999999999998,32.97282183503455,32.78074553727192,0.19207629776263246,1.8427669444444446,0.006501388888888959,121.85261936339542,33.14738063660458
215,217,2018-10-20 21:59:15.399,0 days 01:14:15.335000,,,28.483,9210,151,4,1,False,8,pos,1.8555180555555557,0.3388115615102489,OnTrack,10567.158076870364,3264.00363556683,1447,4.679435573521079,28.334,0.1490000000000009,33.16243557352108,32.97282183503455,0.1896137384865284,1.8492683333333335,0.006249722222222198,118.6570138829809,32.342986117019095
216,218,2018-10-20 21:59:15.490,0 days 01:14:15.426000,,,28.574,9221,148,4,1,False,8,car,1.859259166666667,0.3394863737233744,OnTrack,10603.616801939665,3259.9561444755664,1448,4.7042860015998995,28.483,0.09100000000000108,33.2782860015999,33.16243557352108,0.11585042807882218,1.8555180555555557,0.003741111111111195,116.25334686581355,31.746653134186445
217,219,2018-10-20 21:59:15.699,0 days 01:14:15.635000,,,28.783,9050,145,4,5,False,8,pos,1.8676772222222224,0.341004350883005,OnTrack,10684.441390974585,3241.6536678774564,1453,4.761510213825945,28.574,0.20899999999999963,33.544510213825944,33.2782860015999,0.2662242122260423,1.859259166666667,0.008418055555555526,113.83262155836115,31.167378441638846
218,220,2018-10-20 21:59:15.730,0 days 01:14:15.666000,,,28.814,8879,143,4,10,False,8,car,1.8689086111111113,0.3412272355808629,OnTrack,10696.040294640488,3237.9399064464014,1453,4.7700173915264745,28.783,0.030999999999998806,33.58401739152647,33.544510213825944,0.03950717770052847,1.8676772222222224,0.0012313888888888513,112.2074584421799,30.7925415578201
219,221,2018-10-20 21:59:15.970,0 days 01:14:15.906000,,,29.054,9007,141,4,45,False,8,car,1.8783086111111111,0.3429437497200647,OnTrack,10781.854697930434,3201.380543735182,1459,4.83606855619156,28.814,0.23999999999999844,33.89006855619156,33.58401739152647,0.3060511646650852,1.8689086111111113,0.009399999999999853,110.56974750294094,30.430252497059058
220,222,2018-10-20 21:59:15.998,0 days 01:14:15.934000,,,29.082,9049,141,4,52,False,8,pos,1.8794052777777779,0.343144209003534,OnTrack,10791.537355486482,3196.2459284110155,1460,4.843797768098231,29.054,0.028000000000002245,33.925797768098235,33.89006855619156,0.035729211906676994,1.8783086111111111,0.0010966666666667457,110.49781927214832,30.50218072785168
221,223,2018-10-20 21:59:16.210,0 days 01:14:16.146000,,,29.294,9092,142,4,59,False,8,car,1.8877675,0.3446724377184099,OnTrack,10863.14815258792,3152.1464029072918,1464,4.902448874486197,29.082,0.21199999999999974,34.196448874486194,33.925797768098235,0.27065110638795886,1.8794052777777779,0.00836222222222216,111.2280692355562,30.771930764443795
222,224,2018-10-20 21:59:16.298,0 days 01:14:16.234000,,,29.382,9247,144,4,67,False,8,pos,1.8912875,0.3453183836862653,OnTrack,10892.136341851025,3131.343967600119,1467,4.926827244480826,29.294,0.08800000000000097,34.308827244480824,34.196448874486194,0.11237836999463013,1.8877675,0.0035199999999999676,112.76191317426475,31.23808682573525
223,225,2018-10-20 21:59:16.411,0 days 01:14:16.347000,,,29.495,9402,146,4,75,False,8,car,1.8958702777777778,0.3461609963451539,OnTrack,10928.876337294812,3102.7010213362123,1469,4.9581210836745155,29.382,0.11299999999999955,34.45312108367452,34.308827244480824,0.14429383919369343,1.8912875,0.0045827777777778245,114.33613584744953,31.663864152550474
224,226,2018-10-20 21:59:16.598,0 days 01:14:16.534000,,,29.682,9615,149,4,77,False,8,pos,1.90361,0.3475947714215289,OnTrack,10988.898690981057,3051.751294927847,1474,5.009794214873519,29.495,0.1869999999999976,34.69179421487352,34.45312108367452,0.23867313119900047,1.8958702777777778,0.0077397222222221895,116.74125135086246,32.258748649137544
225,227,2018-10-20 21:59:16.651,0 days 01:14:16.587000,,,29.735,9828,152,4,79,False,8,car,1.9058477777777778,0.3480114229349318,OnTrack,11005.965122541524,3036.7793776328726,1475,5.024395367293894,29.682,0.053000000000000824,34.75939536729389,34.69179421487352,0.06760115242037301,1.90361,0.002237777777777783,119.1695660734354,32.830433926564595
226,228,2018-10-20 21:59:16.890,0 days 01:14:16.826000,,,29.974,10326,161,4,96,False,8,car,1.9165363888888889,0.3499632476264906,OnTrack,11087.372400890377,2966.980583449027,1481,5.089841014124993,29.735,0.23900000000000077,35.06384101412499,34.75939536729389,0.3044456468310983,1.9058477777777778,0.01068861111111108,126.39037674053995,34.60962325946005
