,Unnamed: 0,Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z,Delta,Time0,TimeDelta,TimeIndy,TimeIndy0,TimeIndyDelta,Distance0,DistanceDelta,IndySpeed,SpeedDelta
10,12,2018-10-20 21:58:48.398,0 days 01:13:48.334000,,,1.482,10905,267,7,100,False,12,pos,0.1046461111111111,0.0191754473910961,OnTrack,-583.3911609641855,-965.056119081705,1303,0.1788514693027352,1.294,0.18799999999999994,1.6608514693027352,1.451213400510602,0.2096380687921331,0.09070277777777778,0.013943333333333321,239.44124408898207,27.558755911017926
11,13,2018-10-20 21:58:48.450,0 days 01:13:48.386000,,,1.534,10924,268,7,100,False,12,car,0.10851722222222222,0.0198885351311959,OnTrack,-552.5771901836852,-988.5842787435515,1302,0.184836467053751,1.482,0.052000000000000046,1.718836467053751,1.6608514693027352,0.05798499775101584,0.1046461111111111,0.003871111111111117,240.3380277747079,27.66197222529209
12,14,2018-10-20 21:58:48.690,0 days 01:13:48.626000,,,1.774,11115,275,7,100,False,12,car,0.12685055555555555,0.0232363463955967,OnTrack,-406.62695707738567,-1100.0189740005374,1302,0.2125540405224422,1.534,0.24,1.9865540405224422,1.718836467053751,0.2677175734686912,0.10851722222222222,0.018333333333333326,246.52845588307443,28.47154411692557
13,15,2018-10-20 21:58:48.698,0 days 01:13:48.634000,,,1.782,11175,276,7,100,False,12,pos,0.12746388888888888,0.0233488813168783,OnTrack,-401.74745305014403,-1103.7461958134566,1303,0.21348506290805958,1.774,0.008000000000000007,1.9954850629080596,1.9865540405224422,0.008931022385617382,0.12685055555555555,0.0006133333333333268,247.22813409982763,28.771865900172372
14,16,2018-10-20 21:58:48.891,0 days 01:13:48.827000,,,1.975,11235,278,7,100,False,12,car,0.14236777777777776,0.0260707251506299,OnTrack,-283.33394566474453,-1194.2898754536288,1304,0.2361782463620994,1.782,0.19300000000000006,2.2111782463620995,1.9954850629080596,0.21569318345403987,0.12746388888888888,0.014903888888888883,248.7514864438571,29.24851355614291
15,17,2018-10-20 21:58:48.998,0 days 01:13:48.934000,,,2.082,11302,278,7,100,False,12,pos,0.15063055555555552,0.0275745515045533,OnTrack,-217.8253148171434,-1244.493225782039,1305,0.24900250558948223,1.975,0.10699999999999976,2.331002505589482,2.2111782463620995,0.1198242592273826,0.14236777777777776,0.008262777777777758,248.24689250573962,29.753107494260377
16,18,2018-10-20 21:58:49.130,0 days 01:13:49.066000,,,2.214,11369,278,7,100,False,12,car,0.16082388888888885,0.0294409566056196,OnTrack,-137.14617829028248,-1306.4767566521166,1305,0.26513209384952674,2.082,0.13200000000000012,2.4791320938495267,2.331002505589482,0.14812958826004463,0.15063055555555552,0.010193333333333332,247.7290353064331,30.270964693566896
17,19,2018-10-20 21:58:49.298,0 days 01:13:49.234000,,,2.382,11458,282,7,100,False,12,pos,0.17398388888888885,0.0318698630883539,OnTrack,-33.16224788177533,-1386.551948932841,1305,0.2862533950955308,2.214,0.16800000000000015,2.668253395095531,2.4791320938495267,0.18912130124600424,0.16082388888888885,0.013160000000000005,250.5058905996766,31.494109400323396
18,20,2018-10-20 21:58:49.410,0 days 01:13:49.346000,,,2.494,11547,286,7,100,False,12,car,0.18288166666666664,0.033502967606426,OnTrack,37.07450661024359,-1440.6755266699126,1304,0.30071731871976226,2.382,0.1120000000000001,2.7947173187197625,2.668253395095531,0.12646392362423153,0.17398388888888885,0.008897777777777782,253.28962665414582,32.71037334585418
19,21,2018-10-20 21:58:49.598,0 days 01:13:49.534000,,,2.682,11458,287,7,100,False,12,pos,0.1978694444444444,0.0362458436583828,OnTrack,155.38698239459063,-1531.7524581515515,1304,0.32562448267126776,2.494,0.18799999999999972,3.0076244826712677,2.7947173187197625,0.21290716395150522,0.18288166666666664,0.014987777777777767,253.42500927911354,33.57499072088646
20,22,2018-10-20 21:58:49.650,0 days 01:13:49.586000,,,2.734,11369,288,7,100,False,12,car,0.2020294444444444,0.0370090390396894,OnTrack,188.25110732096255,-1557.0061218301814,1303,0.3326420998965123,2.682,0.052000000000000046,3.0666420998965123,3.0076244826712677,0.05901761722524457,0.1978694444444444,0.004159999999999997,253.75473806140144,34.24526193859856
21,23,2018-10-20 21:58:49.890,0 days 01:13:49.826000,,,2.974,10324,292,8,100,False,12,car,0.2214961111111111,0.040563805909526,OnTrack,342.30229000602776,-1675.0977631907,1303,0.36567052829699875,2.734,0.2400000000000002,3.339670528296999,3.0666420998965123,0.2730284284004867,0.2020294444444444,0.019466666666666688,256.6765681162129,35.32343188378712
22,24,2018-10-20 21:58:49.898,0 days 01:13:49.834000,,,2.982,10440,293,8,100,False,12,pos,0.2221472222222222,0.0406827825231687,OnTrack,347.4637624754296,-1679.0473735122807,1303,0.3667881328015614,2.974,0.008000000000000007,3.3487881328015616,3.339670528296999,0.00911760450456267,0.2214961111111111,0.0006511111111111023,257.08507084585364,35.914929154146364
23,25,2018-10-20 21:58:50.130,0 days 01:13:50.066000,,,3.214,10557,294,8,100,False,12,car,0.24109388888888883,0.0441429204976491,OnTrack,497.85671835405446,-1794.0041864809166,1302,0.39954948130434165,2.982,0.23199999999999976,3.6135494813043416,3.3487881328015616,0.26476134850278,0.2221472222222222,0.01894666666666664,257.6206851404661,36.379314859533906
24,26,2018-10-20 21:58:50.198,0 days 01:13:50.134000,,,3.282,10599,295,8,100,False,12,pos,0.24666611111111106,0.0451618991594659,OnTrack,542.1311209983423,-1827.8214217423013,1303,0.4092415664146154,3.214,0.06800000000000006,3.6912415664146154,3.6135494813043416,0.07769208511027381,0.24109388888888883,0.005572222222222228,258.19875952006515,36.80124047993485
25,27,2018-10-20 21:58:50.370,0 days 01:13:50.306000,,,3.454,10641,296,8,100,False,12,car,0.2608083333333333,0.0477463828040587,OnTrack,654.5119408461196,-1913.6480240592853,1303,0.4338175266881086,3.282,0.17200000000000015,3.8878175266881088,3.6912415664146154,0.19657596027349333,0.24666611111111106,0.01414222222222225,258.99402922497217,37.00597077502783
26,28,2018-10-20 21:58:50.498,0 days 01:13:50.434000,,,3.582,10699,296,8,100,False,12,pos,0.2713327777777777,0.0496713052342197,OnTrack,738.1082796297178,-1977.494985481603,1303,0.4520755519019346,3.454,0.12799999999999967,4.0340755519019345,3.8878175266881088,0.1462580252138257,0.2608083333333333,0.010524444444444392,259.0490329991019,36.95096700089812
27,29,2018-10-20 21:58:50.571,0 days 01:13:50.507000,,,3.655,10758,297,8,100,False,12,car,0.2773552777777777,0.0507744780927093,OnTrack,785.9021313794383,-2014.0063655115393,1302,0.4624425688447422,3.582,0.07299999999999995,4.1174425688447425,4.0340755519019345,0.08336701694280801,0.2713327777777777,0.006022499999999986,260.0668801052782,36.93311989472181
28,30,2018-10-20 21:58:50.798,0 days 01:13:50.734000,,,3.882,10798,299,8,100,False,12,pos,0.2962088888888888,0.0542396204482432,OnTrack,935.121288958635,-2128.086208827486,1303,0.49433906847711384,3.655,0.2270000000000003,4.3763390684771135,4.1174425688447425,0.25889649963237105,0.2773552777777777,0.018853611111111113,262.16267928063377,36.83732071936623
29,31,2018-10-20 21:58:50.811,0 days 01:13:50.747000,,,3.895,10839,301,8,100,False,12,car,0.29729583333333326,0.0544388096948353,OnTrack,943.7042474391801,-2134.652059002011,1303,0.4961484884081555,3.882,0.0129999999999999,4.391148488408156,4.3763390684771135,0.014809419931042456,0.2962088888888888,0.0010869444444444598,264.2237182968863,36.77628170311368
30,32,2018-10-20 21:58:51.050,0 days 01:13:50.986000,,,4.134,10850,303,8,100,False,12,car,0.31741166666666665,0.0581121195180795,OnTrack,1102.3800287981903,-2256.0650936934744,1305,0.5290425937014787,3.895,0.23900000000000032,4.663042593701479,4.391148488408156,0.27189410529332303,0.29729583333333326,0.02011583333333339,266.3426627873221,36.657337212677874
31,33,2018-10-20 21:58:51.098,0 days 01:13:51.034000,,,4.182,10889,304,8,100,False,12,pos,0.321465,0.0588548309058484,OnTrack,1134.4268386698868,-2280.585661199686,1306,0.5355584995406657,4.134,0.04800000000000004,4.717558499540666,4.663042593701479,0.054515905839187084,0.31741166666666665,0.004053333333333353,267.6650011657893,36.334998834210694
32,34,2018-10-20 21:58:51.289,0 days 01:13:51.225000,,,4.373,10929,306,8,100,False,12,car,0.3377,0.0618217987455142,OnTrack,1264.0759731873168,-2379.75570714476,1309,0.5611577499316782,4.182,0.19099999999999984,4.934157749931678,4.717558499540666,0.21659925039101235,0.321465,0.016235,269.8347288575158,36.16527114248419
33,35,2018-10-20 21:58:51.398,0 days 01:13:51.334000,,,4.482,10943,306,8,100,False,12,pos,0.346965,0.0635125218113919,OnTrack,1339.7368471986047,-2437.602009165049,1312,0.5755287320303033,4.373,0.10899999999999999,5.0575287320303035,4.934157749931678,0.12337098209862507,0.3377,0.009265000000000023,270.35530910612573,35.64469089387427
34,36,2018-10-20 21:58:51.529,0 days 01:13:51.465000,,,4.613,10958,306,8,100,False,12,car,0.35810000000000003,0.0655469996433566,OnTrack,1433.28080384665,-2509.097594373955,1316,0.5926122192457095,4.482,0.13100000000000023,5.20561221924571,5.0575287320303035,0.14808348721540643,0.346965,0.011135000000000006,270.69864948338096,35.30135051661904
35,37,2018-10-20 21:58:51.698,0 days 01:13:51.634000,,,4.782,10997,307,8,100,False,12,pos,0.37251194444444446,0.0681866093161954,OnTrack,1558.0822926965657,-2604.4543669654377,1322,0.6144310421586905,4.613,0.1689999999999996,5.3964310421586905,5.20561221924571,0.19081882291298058,0.35810000000000003,0.014411944444444436,271.8966567761518,35.103343223848185
36,38,2018-10-20 21:58:51.730,0 days 01:13:51.666000,,,4.814,11036,308,8,100,False,12,car,0.37524972222222225,0.0686872466093646,OnTrack,1582.0596519671517,-2622.7719695677333,1323,0.6185430401648251,4.782,0.03200000000000003,5.432543040164825,5.3964310421586905,0.03611199800613463,0.37251194444444446,0.0027377777777777834,272.9286814406033,35.07131855939667
37,39,2018-10-20 21:58:51.970,0 days 01:13:51.906000,,,5.054,11096,309,8,100,False,12,car,0.39584972222222226,0.0724489690846369,OnTrack,1761.4207311808423,-2759.870794873056,1331,0.6493017191996744,4.814,0.2400000000000002,5.703301719199675,5.432543040164825,0.2707586790348495,0.37524972222222225,0.020600000000000007,273.89703725971737,35.102962740282635
38,40,2018-10-20 21:58:51.998,0 days 01:13:51.934000,,,5.082,11112,310,8,100,False,12,pos,0.39826083333333334,0.0728897573856786,OnTrack,1781.9366586567035,-2775.575516619756,1333,0.6528899841139353,5.054,0.02799999999999958,5.734889984113935,5.703301719199675,0.03158826491426048,0.39584972222222226,0.002411111111111086,274.78558963462837,35.214410365371634
39,41,2018-10-20 21:58:52.210,0 days 01:13:52.146000,,,5.294,11128,311,8,100,False,12,car,0.41657527777777775,0.0762350392781956,OnTrack,1933.2961265011572,-2891.7556819421234,1344,0.6801679282794542,5.082,0.21199999999999974,5.974167928279454,5.734889984113935,0.23927794416551862,0.39826083333333334,0.01831444444444441,275.5456639764171,35.454336023582925
40,42,2018-10-20 21:58:52.298,0 days 01:13:52.234000,,,5.382,11125,310,8,100,False,12,pos,0.42415305555555555,0.0776190516116923,OnTrack,1994.079987174065,-2938.6300684511734,1349,0.6915898189382652,5.294,0.08800000000000008,6.073589818938265,5.974167928279454,0.09942189065881113,0.41657527777777775,0.007577777777777794,274.38625255697053,35.61374744302947
41,43,2018-10-20 21:58:52.450,0 days 01:13:52.386000,,,5.534,11122,310,8,100,False,12,car,0.4372419444444444,0.0800089356126111,OnTrack,2097.549530165547,-3018.7393537134503,1357,0.7115354184276388,5.382,0.15200000000000014,6.245535418427639,6.073589818938265,0.1719455994893737,0.42415305555555555,0.013088888888888872,274.04016235327947,35.95983764672053
42,44,2018-10-20 21:58:52.598,0 days 01:13:52.534000,,,5.682,11148,311,8,100,False,12,pos,0.4500275,0.0823498994065168,OnTrack,2197.8789765388506,-3096.717432750932,1367,0.7313038058370198,5.534,0.14800000000000058,6.41330380583702,6.245535418427639,0.1677683874093816,0.4372419444444444,0.012785555555555606,274.3544282134901,36.64557178650989
43,45,2018-10-20 21:58:52.690,0 days 01:13:52.626000,,,5.774,11174,312,8,100,False,12,car,0.4580008333333333,0.0838071796653132,OnTrack,2260.4268676052498,-3145.348078149873,1373,0.7438065841641546,5.682,0.09199999999999964,6.517806584164155,6.41330380583702,0.1045027783271344,0.4500275,0.007973333333333277,274.6721231673391,37.32787683266088
44,46,2018-10-20 21:58:52.898,0 days 01:13:52.834000,,,5.982,11190,312,8,100,False,12,pos,0.4760275,0.0870987606633012,OnTrack,2402.378834043628,-3255.220510406505,1391,0.7727374316291673,5.774,0.20800000000000018,6.7547374316291675,6.517806584164155,0.23693084746501292,0.4580008333333333,0.01802666666666669,273.90270492145663,38.09729507854337
45,47,2018-10-20 21:58:52.929,0 days 01:13:52.865000,,,6.013,11206,312,8,100,False,12,car,0.4787141666666666,0.087589597701129,OnTrack,2423.6183799634414,-3271.580331855782,1393,0.7771285529814831,5.982,0.030999999999999694,6.790128552981483,6.7547374316291675,0.03539112135231548,0.4760275,0.002686666666666615,273.2888823644753,38.711117635524715
46,48,2018-10-20 21:58:53.130,0 days 01:13:53.066000,,,6.214,11195,313,8,100,False,12,car,0.49618999999999996,0.0907808227022995,OnTrack,2562.2508644477048,-3377.951713126572,1412,0.8061027544703281,6.013,0.2010000000000005,7.0201027544703285,6.790128552981483,0.2299742014888455,0.4787141666666666,0.017475833333333357,273.5654677468315,39.43453225316853
47,49,2018-10-20 21:58:53.198,0 days 01:13:53.134000,,,6.282,11088,312,8,100,False,12,pos,0.5020833333333332,0.0918693551508079,OnTrack,2609.070372377906,-3413.9663053527183,1418,0.8161031259121003,6.214,0.06799999999999962,7.0981031259121,7.0201027544703285,0.07800037144177185,0.49618999999999996,0.0058933333333332505,271.99870472203685,40.00129527796315
48,50,2018-10-20 21:58:53.399,0 days 01:13:53.335000,,,6.483,10982,311,8,100,False,12,pos,0.5194474999999998,0.0950337821397564,OnTrack,2746.47335065888,-3521.481744177895,1435,0.8462510851141216,6.282,0.20099999999999962,7.329251085114121,7.0981031259121,0.23114795920202091,0.5020833333333332,0.017364166666666625,270.4371702687883,40.56282973121171
49,51,2018-10-20 21:58:53.410,0 days 01:13:53.346000,,,6.494,10876,311,8,100,True,10,car,0.5203977777777776,0.0951979045947847,OnTrack,2753.9468175409675,-3527.450466932376,1436,0.8479255669922976,6.483,0.01100000000000012,7.341925566992297,7.329251085114121,0.012674481878176103,0.5194474999999998,0.000950277777777786,269.91241400491253,41.087585995087466
